id,english,russian
910D3F224AF2854E9A64A19EB6D012FB#2132B43C,Poster,Poster
A55987554C9F93E9B525BC8A40C7DD3C#2132B43C,Poster,Poster
B69E96634F898BCDE90FDBB6BEB32C9C#2132B43C,Poster,Poster
066B705D489A7D5A6EE4CE881B7D0CCD#AA3819BF,Pot,Pot
1A170E51496D895C22CBC58C159DCBD3#AA3819BF,Pot,Pot
AB6B4C1C423F68DA952EB7B5EC93A4D2#AA3819BF,Pot,Pot
367985B84B1E38346C51BAB16069FAD7#DCCF245E,Pot (empty),Горшок (пустой)
42A66AB14ECCFE51E17D449241E13FF4#DCCF245E,Pot (empty),Горшок (пустой)
452A82A342C7DA46DD06FAA5E7259BA2#DCCF245E,Pot (empty),Горшок (пустой)
51E683CD4F723533851A769AC16DDADA#DCCF245E,Pot (empty),Горшок (пустой)
5C96A9444564F41094BD988DCA8018C7#DCCF245E,Pot (empty),Горшок (пустой)
679AA41041B797F681C812B07DA14C6D#DCCF245E,Pot (empty),Горшок (пустой)
7609BA2D4C8B0B854851BDACD372885B#DCCF245E,Pot (empty),Горшок (пустой)
96F644F2483D575CA705C7B645D5203E#DCCF245E,Pot (empty),Горшок (пустой)
B0C1D7494C738DEABD883AA69F8C7C9C#DCCF245E,Pot (empty),Горшок (пустой)
EBBC9A514DAEFAC2316EB188F49F6081#DCCF245E,Pot (empty),Горшок (пустой)
F2987EF344495557A2CCBBBF038F3591#DCCF245E,Pot (empty),Горшок (пустой)
F2E9B3BF4DE230E04C23D38D50C40878#DCCF245E,Pot (empty),Горшок (пустой)
FF384A454C9899372FE8F1B9ACABE32A#DCCF245E,Pot (empty),Горшок (пустой)
75AC4EA64825523BB9C149819BF3A559#8527EB1F,Pot flower (grass),Цветок в горшке (трава)
84CBC2DD4B4EB7D75F341E8EDB7A773D#5EF3602C,Pot flower (purple),Цветок в горшке (фиолетовый)
F32933274553685B389184B05F31D009#733CA018,Pot flower (red),Цветок в горшке (красный)
5F86C9CC484C68CAC40AB7BEF0F41597#BD77658D,Pot flower (small red),Цветок в горшке (маленький красный)
0094F5BD414BB41053609F94B0D9554C#F0C0D155,Pot flower (white),Цветок в горшке (белый)
326328AC4B6F3212E2674ABEBE21885B#DCB9E356,Pot flower (yellow),Цветок в горшке (жёлтый)
AC40482149D3882DAFD97186F8222ED0#ABF125EB,Pot plant (big cactus),Комнатное растение (большой кактус)
4AC6991A4D16DE52841BE0AD73E5341F#D8A472C3,Pot plant (bush),Комнатное растение (куст)
84F0DBD54B8CF2417FEF268F918FCC76#D8A472C3,Pot plant (bush),Комнатное растение (куст)
BB28E0634D845EB54FB4D48909193CDC#D8A472C3,Pot plant (bush),Комнатное растение (куст)
CA05A07044DE62CB40AFF480EB66EB41#D8A472C3,Pot plant (bush),Комнатное растение (куст)
08469C584BB9B58803E3C880CAF7835C#5A126852,Potato,Potato
0D30C005402CDB4412D5C28BA0CF6F8B#5A126852,Potato,Картошка
1F444C2245AA6C831B7BEC8ABCD91610#5A126852,Potato,Potato
239D2D63405ECB5BC0458AAA5596A90E#5A126852,Potato,Potato
28405D114CE58818434306AAAD879BCD#5A126852,Potato,Potato
2960251648AA360A67ED9BBBEF5FCFEA#5A126852,Potato,Potato
314AE80243CDD067A215E2B71D62F051#5A126852,Potato,Potato
3F1496E54096C69A560E879443E3340E#5A126852,Potato,Potato
4589D2A24B120A453FD5799F4C7CFAA6#5A126852,Potato,Potato
4F9CC0C44CA98DA61D32ADBD7BA89108#5A126852,Potato,Potato
54B7B54B432CED0C98B68DAD8718B2AE#5A126852,Potato,Potato
66C5EB2A449AA52C5CA5CE8B3F88B1E6#5A126852,Potato,Potato
6BCAE769497B912EC82A7299EF6B332F#5A126852,Potato,Potato
73F4536547124AC583AF08913FFDEA48#5A126852,Potato,Potato
7906567541D1A26629C9249432B0B205#5A126852,Potato,Potato
8E510B2645571D1F61D7CAAEE26AFAAF#5A126852,Potato,Potato
974DEC7544DAD3DEA6CC37B340DC1B29#5A126852,Potato,Potato
979C1B424763A4F94FA0AE922DD90F4E#5A126852,Potato,Potato
9A4BE759439CF68607E9A4843A4C8923#5A126852,Potato,Potato
9FC011A148ED0D2ABBD4BEA0C48F91A7#5A126852,Potato,Potato
A842734D4C0EFE5EF3A5ADA2F1891419#5A126852,Potato,Potato
A85D6CE44FF3653C17CD4CBB1D3CC644#5A126852,Potato,Potato
BC93CD504783A9DEBCEADC821236A579#5A126852,Potato,Potato
BEDC229048F2FCC07F98EB8F2E6BDA51#5A126852,Potato,Картошка
C1B05F8F4CE0C6035870E6B111BDC4E2#5A126852,Potato,Potato
C27C574F45B8F174F696DF863D8AAEB3#5A126852,Potato,Potato
C2DBE5464FA485F7F870E4A521C42DB7#5A126852,Potato,Potato
C3F20EE7452933435DC6FC9F88814FA8#5A126852,Potato,Potato
D92AD6AC4F87B885540C47AF95108650#5A126852,Potato,Potato
DBE44E34456A0936E0FD599E5C9AC179#5A126852,Potato,Potato
E490D15F4F455DA50E582A97089E8D29#5A126852,Potato,Potato
EF3DDC1D4DB6F23E6A8EF48E7449B6C7#5A126852,Potato,Potato
F4B38E37442A9070DA3312B9AC266272#5A126852,Potato,Potato
F7BFA41B45D97AFB4ACC5AB2F38FD626#5A126852,Potato,Potato
FC5E721F4BC6C93A57864DB0AED68BC8#5A126852,Potato,Potato
12A51D2047301330C666EBA1CEB7CE7A#9E23D0AA,"Potato 

Ingredients:
-Raw potato
-Grill
-Knife

Steps:
-Slice the potato into chunks, or use it as a whole
-Put potatos on a grill and cook at high temperature","Картофель 

Ингредиенты:
-Сырой картофель
-Гриль
-Нож

Порядок готовки:
-Нарежьте картофель на кусочки или используйте его целиком.
-Положите картофель на гриль и готовьте при высокой температуре"
256D21E04663E4E7166BE1B3808FEBAE#64AFD4B0,Power,Питание
346B50024E5BCEFCB2E7E5AE24E1247A#64AFD4B0,Power,Power
FA301C92468A3BD41A60A4A6E3FC943C#037570A1,Power Breaker,Силовой выключатель
8863189B4028584063432FBC152AA59E#46A1DCF8,Power Cuts,Отключения электроэнергии
27BF5C414FC1108A5888949610DF3753#22A62C0C,Power Management,Управление питанием
62174B24434C002BED2E91BC328BC4A0#AA6F406F,Power Transformers,Силовые трансформаторы
2891746540E0B99DE533378C3683C2BE#677717DB,Power block,Силовой блок
32A18356441C21BE6D2371A8D53135F5#677717DB,Power block,Системный блок
3BBB284F4D336DD880018A82302B00ED#677717DB,Power block,Силовой блок
6B42D7E84B79C3AEAC5D07AAC1517134#677717DB,Power block,Силовой блок
7C4CBD6A43F8ED7E0C33BDBC46385C4A#677717DB,Power block,Силовой блок
98D0E3B3481BFAB8627F19A6A692784E#677717DB,Power block,Силовой блок
BBA83E4E496209A2DD55049EF4E25A36#677717DB,Power block,Системный блок
D353ED2D4C1C7CB36D630C82176D8421#677717DB,Power block,Силовой блок
E8B1C1F449328D49FE92FB9E6D35908B#677717DB,Power block,Силовой блок
EA3EDB574D8EA1C2F97B2F8865882381#677717DB,Power block,Силовой блок
F2073DEF474E314D5F69CBBFC78B3B74#677717DB,Power block,Силовой блок
F70C94104641099EBF99CABB787396C6#677717DB,Power block,Силовой блок
FF167705449C51098B3971BE6486DF53#677717DB,Power block,Силовой блок
FF9FD80F4A163ECAE07EA7B46E3A0B18#924F6A8E,Power breaker is waterlogged,Силовой выключатель затоплен водой
184CD43B4C3F81AAEA3F378554C025A2#5BE7D7FB,Power control test,Тест контроля мощности
A614BA6240D6615BCBD0D89655A9C9F2#FF7175DE,"Power failures most often occur when one of the transformers has broken down, and requires a manual reset. Proceed to the transformer root outside the base, and look for any red lights - These indicate a downed transformer. Follow the specific powerline to the downed transformer substation, and click the yellow button to open the repair panel and complete the repair minigames, before pressing the large red button to reactivate. Note that a transformer can be recalibrated at any time, and the process is much more straightforward than a total repair, so it is wise to check them frequently.","Сбои в подаче электроэнергии чаще всего происходят при выходе из строя одного из трансформаторов и требуют ручного сброса. Подойдите к корню трансформатора за пределами базы и найдите красные огни. Они указывают на сбитый трансформатор. Следуйте по конкретной линии электропередачи к вышедшей из строя трансформаторной подстанции и нажмите желтую кнопку, чтобы открыть панель ремонта и завершить мини-игры по ремонту, прежде чем нажать большую красную кнопку для повторной активации. Обратите внимание, что трансформатор можно откалибровать в любое время, и этот процесс намного проще, чем полный ремонт, поэтому разумно его часто проверять."
7CC261524CE57F4B36F292B9CD0903A4#D9F32808,"Power: {p}
{t}","Мощность: {p}
{t}"
3BBA7D54432C6202A6A7198057AAAFD9#76070992,Pre-alpha completed,Пре-альфа завершена
B29D68A94682B57AD3C8489B2DA9D53B#14227069,Pre-alpha player,Пре-альфа игрок
194D1F7C4D4B7B4E0C1FDEB8154F0498#0C97424C,Precision angle: {a},Точный угол: {a}
E4B7731042CE6BBFE635C18A467573DA#2CAE980A,Precision placement,Точное размещение
28228FF54688B90C846F5F9969AE36E6#B193AE34,"Predicts and analyzes the incoming lightning strikes, protects the 50 meter radius area around the base","Предсказывает и анализирует удары молний, ​​защищает территорию радиусом 50 метров вокруг базы."
A8681C8047D018F4E504D29F332DDCFF#E8F91D0C,Preparing the frame assembler...,Подготовка сборщика каркаса...
4C7CC9BC4D210F733F3CF18D953E0411#61F87573,"Press ""{a}"" to sprint\run","Нажмите «{a}», чтобы бежать\бежать."
E2FABB0545AD3BCB92ADDCA572F3E9F5#F97ADA35,"Press E to move and manipulate items, and Hold R to place an object in-hand or carry","Нажмите E, чтобы перемещать предметы и манипулировать ими, и удерживайте R, чтобы положить предмет в руку или нести его."
5166E33747D220AEBFA7D3A682542B0F#1E8982E6,Press ESC to exit,Нажмите ESC для выхода
121CB43642196BF0C6C39CA8ACDE1FFE#C9E74F3F,Press F3 to restart,"Нажмите F3, чтобы перезапустить"
FA7EE0544563EF7F7CBD228DD766BD10#75FA728F,Press F5 to quicksave. Press F6 to create a backup save.,"Нажмите F5 для быстрого сохранения. Нажмите F6, чтобы создать резервную копию."
AC8B02C6402CF894195EA0B17448DE1A#28273193,Press Play to play the selected signal. Middle Button is a scroll to scroll through the list of signals. Put the drive in a drive slot and use Extract signal to export or import signal to the drive. Press Save to save the signal on a laptop to play or process it later.,"Нажмите Play, чтобы воспроизвести выбранный сигнал. Средняя кнопка — прокрутка для прокрутки списка сигналов. Вставьте диск в слот для диска и используйте «Извлечь сигнал», чтобы экспортировать или импортировать сигнал на диск. Нажмите «Сохранить», чтобы сохранить сигнал на ноутбуке для последующего воспроизведения или обработки."
9EC3280D4BB31E1CA85684B036541FD5#359C3A88,"Press the ""Fix"" button",Нажимаем кнопку «Исправить»
D82DF12F40780BF57CF058BDC08B4583#9348CD56,Press the crouch button at the height of a jump to crawl onto small ledges and objects.,"Нажмите кнопку приседания на высоте прыжка, чтобы заползти на небольшие выступы и объекты."
EBE261FF4DBFAAE6F5F4438D07EA53F1#6C430C71,Press the play button.,Нажмите кнопку воспроизведения.
106DD08C473D838C3979B587E7151AD3#072FCFB1,Prev Radio Selected. Playing Radio: {name},Выбрано предыдущее радио. Играет радио: {name}
54DBD14146FF2D487A30B094CFB1F127#3B70DBC5,Prevents the ATV from taking damage from impacts from the front,Предотвращает получение квадроциклом повреждений от ударов спереди.
698CC96A4D6D81A7274944B3B5C0A78A#3B70DBC5,Prevents the ATV from taking damage from impacts from the front,Предотвращает получение квадроциклом повреждений от ударов спереди.
7D122419427B05742920268E4148A791#3B70DBC5,Prevents the ATV from taking damage from impacts from the front,Предотвращает получение квадроциклом повреждений от ударов спереди.
20B2BF6B411CFBE8E49B98AD983023E0#87FFA6B4,Prevents the fuel tank from rolling away,Предотвращает скатывание топливного бака
6ADD6DB0482BBD4429F858877231B1E0#87FFA6B4,Prevents the fuel tank from rolling away,Предотвращает скатывание топливного бака
D3E5F3F94AB0A8B18DEBF9A8B964F2A3#87FFA6B4,Prevents the fuel tank from rolling away,Предотвращает скатывание топливного бака
1B9BBF8D494D5A1B95F09AA90F3F7D7E#DB6BCC18,Preview,Preview
517B91B04876E9F75DA398B10D9E51E5#4311E9A7,Price:,Цена:
ACA10C2B4B4A547D94606EA68A33CBCD#4311E9A7,Price:,Цена:
